41,Tenis,Premium,Nike,27.5,Verde,Ante,Manchas de sangre en la lengueta,13/09/2022,2,Christofer
42,Tenis,Premium,Nike,24,Amarillo,Ante,Cortadura en el tenis derecho,06/01/2022,56,Christofer
43,Tenis,Premium,Nike,29.5,Morado,Nubuck,,15/05/2022,97,Christofer
44,Tenis,Premium,Nike,25.5,Rojo,Gamuza,,24/01/2022,73,Christofer
45,Tenis,Premium,Nike,31.5,Rojo,Nubuck,Manchas de sangre en la lengueta,30/12/2022,86,Christofer
46,Tenis,Premium,Nike,27.5,Verde,Plastico,,03/02/2022,70,Christofer
47,Tenis,Premium,Nike,24.5,Rosa,Tela,Manchas de grasa,21/07/2022,33,Christofer
48,Tenis,Premium,Nike,31,Negro,Vinipiel,Cortadura en el tenis derecho,27/05/2022,96,Christofer
49,Tenis,Premium,Nike,28.5,Rojo,Piel,,15/10/2022,34,Christofer
50,Tenis,Premium,Puma,24.5,Azul,Vinipiel,,24/01/2022,85,Christofer
51,Tenis,Suede,Puma,27,Morado,Nubuck,Cortadura en el tenis derecho,25/03/2022,93,Christofer
52,Tenis,Suede,Puma,30.5,Morado,Vinipiel,Manchas de Caf̩,07/08/2022,40,Christofer
53,Tenis,Suede,Puma,30.5,Amarillo,Vinipiel,Manchas de grasa,24/02/2022,80,Christofer
54,Bota,Suede,Puma,30,Amarillo,Vinipiel,,15/08/2022,17,Christofer
55,Bota,Suede,Puma,30,Morado,Plastico,,01/10/2022,31,Monica
56,Bota,Suede,Puma,26,Verde,Piel,,30/06/2022,74,Claudia
57,Bota,VIP,Puma,31,Amarillo,Plastico,Manchas de Caf̩,09/07/2022,78,Axel
58,Bota,VIP,Puma,29,Blanco,Plastico,,19/01/2022,75,Axel
59,Bota,VIP,Puma,24,Negro,Vinipiel,Cortadura en el tenis derecho,02/07/2022,42,Axel
60,Bota,VIP,Puma,26.5,Amarillo,Piel,Cortadura en el tenis derecho,12/08/2022,74,Axel
61,Bota,VIP,Puma,28,Amarillo,Gamuza,Manchas de Caf̩,09/06/2022,96,Axel
62,Bota,VIP,Puma,31,Morado,Vinipiel,,12/05/2022,84,Axel
63,Bota,VIP,Puma,29,Morado,Ante,Manchas de grasa,22/01/2022,70,Axel
64,Bota,VIP,Puma,31.5,Azul,Ante,,22/02/2022,66,Axel
65,Bota,VIP,Puma,28,Amarillo,Vinipiel,,31/01/2022,45,Axel
66,Bota,VIP,Puma,28.5,Rosa,Tela,,21/09/2022,78,Axel
67,Tacon,VIP,Puma,25,Multicolor,Vinipiel,Manchas de grasa,26/10/2022,79,Claudia
68,Tacon,VIP,Puma,29,Blanco,Plastico,Manchas de grasa,21/02/2022,12,Claudia
69,Tacon,VIP,Puma,31,Azul,Gamuza,,29/04/2022,45,Claudia
70,Tacon,VIP,Lacoste,29.5,Morado,Vinipiel,Cortadura en el tenis derecho,02/04/2022,75,Claudia
71,Tacon,VIP,Lacoste,25,Azul,Gamuza,,29/07/2022,26,Claudia
72,Tacon,VIP,Lacoste,24.5,Negro,Tela,Manchas de Caf̩,22/11/2022,39,Claudia
73,Tacon,VIP,Lacoste,32,Verde,Vinipiel,Manchas de Caf̩,15/07/2022,83,Claudia
74,Tacon,VIP,Lacoste,27.5,Azul,Gamuza,Rallon en la punta,07/08/2022,96,Claudia
75,Tacon,VIP,Lacoste,30,Negro,Vinipiel,,17/12/2022,84,Claudia
76,Tacon,VIP,Lacoste,27.5,Amarillo,Ante,Manchas de Caf̩,22/09/2022,71,Claudia
77,Tacon,VIP,Lacoste,26.5,Rojo,Piel,Manchas de grasa,01/05/2022,83,Claudia
78,Tacon,VIP,Lacoste,27.5,Rojo,Nubuck,Manchas de grasa,28/09/2022,9,Claudia
79,Tacon,VIP,Lacoste,32,Amarillo,Piel,Manchas de grasa,26/04/2022,4,Claudia
80,Tacon,VIP,Lacoste,26,Verde,Ante,,27/04/2022,39,Claudia
81,Tacon,VIP,Lacoste,27,Blanco,Ante,Manchas de grasa,15/06/2022,39,Althea
82,Tacon,VIP,Asics,25.5,Negro,Gamuza,Manchas de Caf̩,02/10/2022,91,Daniel
83,Mocasines,VIP,Asics,27.5,Verde,Vinipiel,,17/03/2022,72,Daniel
84,Mocasines,VIP,Asics,30.5,Negro,Gamuza,,27/09/2022,38,Daniel
85,Mocasines,VIP,Asics,30,Negro,Nubuck,Cortadura en el tenis derecho,01/07/2022,3,Daniel
86,Mocasines,VIP,Asics,29,Azul,Vinipiel,,15/01/2022,74,Daniel
87,Mocasines,Ultra White,Asics,24.5,Morado,Tela,Cortadura en el tenis derecho,01/02/2022,76,Daniel
88,Mocasines,Ultra White,Asics,26.5,Rosa,Gamuza,Manchas de grasa,23/07/2022,70,Daniel
89,Mocasines,Ultra White,Asics,28,Azul,Gamuza,,21/04/2022,34,Daniel
90,Mocasines,Ultra White,Asics,31.5,Morado,Vinipiel,,26/01/2022,83,Daniel
91,Mocasines,Ultra White,Asics,29,Verde,Vinipiel,Manchas de Caf̩,11/05/2022,9,Daniel
92,Mocasines,Ultra White,Asics,26,Multicolor,Gamuza,,16/05/2022,88,Daniel
93,Mocasines,Ultra White,Asics,32,Multicolor,Ante,,19/10/2022,18,Daniel
94,Mocasines,Ultra White,Asics,30.5,Amarillo,Piel,,07/11/2022,50,Daniel
95,Mocasines,Ultra White,Tommy Hilfiger,31.5,Azul,Nubuck,,01/02/2022,40,Daniel
96,Mocasines,Ultra White,Tommy Hilfiger,24,Multicolor,Plastico,,04/05/2022,12,Daniel
97,Botin,Ultra White,Tommy Hilfiger,24,Rosa,Gamuza,,19/07/2022,23,Daniel
98,Botin,Suede,Tommy Hilfiger,25.5,Verde,Vinipiel,,22/07/2022,43,Daniel
99,Botin,Suede,Tommy Hilfiger,29.5,Multicolor,Plastico,,24/02/2022,93,Daniel
100,Botin,Suede,Tommy Hilfiger,26,Multicolor,Nubuck,Rallon en la punta,24/08/2022,52,Daniel
101,Botin,Clean Gent,Tommy Hilfiger,25.5,Blanco,Gamuza,,21/08/2022,8,Daniel
102,Botin,Clean Gent,Tommy Hilfiger,26,Amarillo,Plastico,,02/04/2022,88,Daniel
103,Botin,Clean Gent,Tommy Hilfiger,31,Amarillo,Piel,,12/03/2022,29,Daniel
104,Botin,Clean Gent,Tommy Hilfiger,26.5,Negro,Piel,Manchas de Caf̩,20/09/2022,28,Daniel
105,Botin,Clean Gent,Tommy Hilfiger,26.5,Negro,Plastico,Manchas de grasa,30/09/2022,33,Daniel
106,Botin,Basic,Tommy Hilfiger,24,Rosa,Nubuck,,17/10/2022,81,Daniel
107,Botin,Basic,Tommy Hilfiger,27.5,Rojo,Plastico,,28/01/2022,26,Daniel
108,Botin,Basic,Tommy Hilfiger,26.5,Azul,Plastico,Manchas de Caf̩,14/04/2022,4,Daniel
109,Botin,Basic,Tommy Hilfiger,29.5,Verde,Ante,Cortadura en el tenis derecho,29/07/2022,67,Daniel
110,Botin,Basic,Tommy Hilfiger,27,Blanco,Vinipiel,Cortadura en el tenis derecho,15/08/2022,11,Daniel
111,Botin,Basic,Tommy Hilfiger,24,Blanco,Plastico,Manchas de sangre en la lengueta,12/04/2022,79,Daniel
112,Tenis,Basic,Guess,27.5,Multicolor,Gamuza,Rallon en la punta,30/10/2022,20,Daniel
113,Tenis,Basic,Guess,30.5,Verde,Plastico,,17/10/2022,1,Daniel
114,Tenis,Basic,Guess,27.5,Rojo,Tela,,22/04/2022,2,Daniel
115,Tenis,Basic,Guess,24,Multicolor,Tela,,23/07/2022,61,Daniel
116,Tenis,Basic,Guess,30.5,Negro,Nubuck,,13/10/2022,37,Daniel
117,Tenis,Basic,Guess,27,Rojo,Nubuck,Manchas de sangre en la lengueta,08/01/2022,70,Daniel
118,Tenis,Basic,Guess,27,Azul,Plastico,,27/12/2022,74,Daniel
119,Tenis,Basic,Guess,30,Rosa,Plastico,Rallon en la punta,09/12/2022,72,Daniel
120,Tenis,Basic,Guess,26.5,Azul,Nubuck,,18/11/2022,18,Daniel
121,Tenis,Basic,Guess,25.5,Morado,Vinipiel,,23/04/2022,33,Daniel
122,Tenis,Basic,Guess,27.5,Morado,Gamuza,,23/08/2022,15,Daniel
123,Tenis,Basic,Guess,26.5,Morado,Ante,,27/03/2022,85,Daniel
124,Tenis,Basic,Guess,25,Multicolor,Nubuck,Manchas de sangre en la lengueta,24/04/2022,24,Daniel
125,Tenis,Basic,Guess,32,Rojo,Vinipiel,Manchas de Caf̩,27/04/2022,29,Daniel
126,Tenis,Basic,Guess,25.5,Negro,Tela,Cortadura en el tenis derecho,18/09/2022,78,Daniel
127,Tenis,Basic,Guess,26.5,Morado,Piel,Manchas de grasa,03/09/2022,66,Daniel
128,Tenis,Basic,Guess,27,Multicolor,Tela,,27/07/2022,77,Daniel
129,Tenis,Basic,Guess,29,Rosa,Ante,Cortadura en el tenis derecho,11/07/2022,90,Daniel
130,Tenis,Basic,Guess,26,Rosa,Gamuza,,19/01/2022,58,Daniel
131,Tenis,Premium,Guess,28.5,Morado,Tela,,09/06/2022,82,Daniel
132,Tenis,Premium,Converse,25,Rosa,Piel,Manchas de grasa,29/07/2022,54,Daniel
133,Tenis,Premium,Converse,25.5,Rojo,Piel,Cortadura en el tenis derecho,06/07/2022,47,Daniel
134,Tenis,Premium,Converse,25,Amarillo,Nubuck,,16/08/2022,39,Daniel
135,Tenis,Premium,Converse,26.5,Verde,Gamuza,,01/06/2022,86,Daniel
136,Tenis,Premium,Converse,24.5,Amarillo,Tela,,16/04/2022,49,Federico
137,Tenis,Premium,Converse,29.5,Morado,Tela,Rallon en la punta,28/05/2022,6,Federico
138,Tenis,Premium,Converse,30,Multicolor,Gamuza,Rallon en la punta,25/09/2022,68,Federico
139,Tenis,Premium,Converse,24.5,Rojo,Vinipiel,,12/07/2022,50,Federico
140,Tenis,Premium,Converse,24.5,Rosa,Nubuck,,20/08/2022,66,Federico
141,Tenis,Premium,Converse,27.5,Rojo,Plastico,Cortadura en el tenis derecho,28/07/2022,11,Federico
142,Tenis,Premium,Converse,26,Verde,Plastico,,05/02/2022,53,Federico
143,Tenis,Premium,Converse,31.5,Rosa,Plastico,Cortadura en el tenis derecho,05/12/2022,30,Federico
144,Tenis,Premium,Converse,25,Negro,Vinipiel,Rallon en la punta,08/11/2022,57,Federico
145,Tenis,Premium,Converse,25,Multicolor,Piel,Cortadura en el tenis derecho,20/09/2022,78,Federico
146,Tenis,Premium,Converse,24,Negro,Tela,,01/01/2022,33,Federico
147,Tenis,Premium,Converse,28,Blanco,Piel,,18/07/2022,70,Federico
148,Tenis,Premium,Converse,24,Rojo,Vinipiel,Rallon en la punta,01/06/2022,8,Federico
149,Tenis,Premium,Converse,24.5,Verde,Ante,Cortadura en el tenis derecho,23/02/2022,97,Federico
150,Tenis,Premium,Converse,24.5,Multicolor,Tela,Manchas de Caf̩,22/05/2022,50,Federico
151,Tenis,Suede,Converse,25,Blanco,Gamuza,Manchas de Caf̩,09/07/2022,97,Federico
152,Tenis,Suede,Converse,29,Amarillo,Plastico,,10/04/2022,76,Federico
153,Tenis,Suede,Converse,28.5,Amarillo,Tela,,01/08/2022,30,Federico
154,Tenis,Suede,Converse,30,Morado,Gamuza,,24/08/2022,38,Federico
155,Tenis,Suede,Converse,31.5,Rojo,Ante,,11/01/2022,64,Federico
156,Tenis,Suede,Converse,29.5,Morado,Vinipiel,,17/12/2022,64,Federico
157,Tenis,VIP,Converse,24,Blanco,Plastico,Manchas de sangre en la lengueta,24/10/2022,16,Federico
158,Tenis,VIP,Vans,28,Azul,Plastico,Rallon en la punta,29/08/2022,97,Federico
159,Tenis,VIP,Vans,25,Multicolor,Ante,,26/12/2022,59,Federico
160,Tenis,VIP,Vans,27,Morado,Piel,Manchas de Caf̩,16/10/2022,37,Federico
161,Tenis,VIP,Vans,29.5,Blanco,Vinipiel,Manchas de Caf̩,17/12/2022,90,Federico
162,Tenis,VIP,Vans,31.5,Morado,Nubuck,,22/12/2022,14,Marcela
163,Tenis,VIP,Vans,29.5,Multicolor,Plastico,Manchas de grasa,18/04/2022,37,Marcela
164,Tenis,VIP,Vans,25.5,Verde,Tela,,17/12/2022,11,Marcela
165,Bota,VIP,Vans,30,Verde,Ante,,29/09/2022,95,Marcela
166,Bota,VIP,Vans,26.5,Rosa,Piel,,30/06/2022,26,Marcela
167,Bota,VIP,Vans,31,Blanco,Piel,,15/10/2022,25,Marcela
168,Bota,VIP,Vans,26,Verde,Plastico,,20/10/2022,86,Marcela
169,Bota,VIP,Vans,29,Negro,Plastico,Cortadura en el tenis derecho,12/09/2022,61,Marcela
170,Bota,VIP,Dr. Hosue,30,Rojo,Gamuza,,29/09/2022,63,Marcela
171,Bota,VIP,Dr. Hosue,29.5,Negro,Nubuck,,11/06/2022,44,Marcela
172,Bota,VIP,Dr. Hosue,28,Rojo,Plastico,Manchas de sangre en la lengueta,11/08/2022,47,Marcela
173,Bota,VIP,Dr. Hosue,27.5,Morado,Gamuza,Manchas de grasa,30/11/2022,50,Marcela
174,Bota,VIP,Dr. Hosue,31,Amarillo,Plastico,,25/09/2022,22,Marcela
175,Bota,VIP,Dr. Hosue,32,Negro,Piel,Manchas de Caf̩,01/02/2022,84,Marcela
176,Bota,VIP,Dr. Hosue,28.5,Negro,Tela,Manchas de grasa,24/04/2022,93,Marcela
177,Bota,VIP,Dr. Hosue,24.5,Multicolor,Piel,Cortadura en el tenis derecho,05/04/2022,33,Cesar
178,Tacon,VIP,Dr. Hosue,26,Negro,Nubuck,,04/06/2022,9,Cesar
179,Tacon,VIP,Dr. Hosue,31.5,Multicolor,Gamuza,Cortadura en el tenis derecho,15/05/2022,71,Cesar
180,Tacon,VIP,Dr. Hosue,27,Verde,Ante,,17/09/2022,56,Luis
181,Tacon,VIP,Dr. Hosue,32,Verde,Tela,Manchas de sangre en la lengueta,27/01/2022,58,Luis
182,Tacon,VIP,Saint Laurent,25.5,Multicolor,Ante,,18/05/2022,4,Luis
183,Tacon,VIP,Saint Laurent,25.5,Azul,Piel,Rallon en la punta,12/03/2022,39,Luis
184,Tacon,VIP,Saint Laurent,25,Azul,Ante,Cortadura en el tenis derecho,20/02/2022,58,Luis
185,Tacon,VIP,Saint Laurent,24.5,Rojo,Vinipiel,,25/05/2022,62,Christian
186,Tacon,VIP,Saint Laurent,29.5,Multicolor,Tela,,05/04/2022,68,Christian
187,Tacon,Ultra White,Saint Laurent,32,Rojo,Ante,Cortadura en el tenis derecho,27/06/2022,24,Claudia
188,Tacon,Ultra White,Saint Laurent,31.5,Blanco,Plastico,,29/01/2022,6,Claudia
189,Tacon,Ultra White,Saint Laurent,30,Negro,Piel,,25/05/2022,33,Claudia
190,Tacon,Ultra White,Saint Laurent,25.5,Morado,Vinipiel,Rallon en la punta,09/09/2022,87,Claudia
191,Tacon,Ultra White,Saint Laurent,24.5,Amarillo,Plastico,Manchas de Caf̩,12/11/2022,94,Claudia
192,Tacon,Ultra White,Saint Laurent,26,Rosa,Plastico,Manchas de grasa,18/11/2022,79,Sandy
193,Tacon,Ultra White,Saint Laurent,31.5,Rojo,Plastico,,02/04/2022,22,Sandy
194,Mocasines,Ultra White,Saint Laurent,28.5,Azul,Gamuza,Manchas de sangre en la lengueta,14/12/2022,3,Sandy
195,Mocasines,Ultra White,Saint Laurent,26,Blanco,Ante,Cortadura en el tenis derecho,11/06/2022,14,Sandy
196,Mocasines,Ultra White,Saint Laurent,28,Rosa,Piel,,25/07/2022,71,Sandy
197,Mocasines,Ultra White,New Balance,27,Rosa,Tela,,11/06/2022,44,Sandy
198,Mocasines,Suede,New Balance,25,Blanco,Tela,,25/11/2022,58,Sandy
199,Mocasines,Suede,New Balance,32,Multicolor,Tela,Cortadura en el tenis derecho,26/12/2022,14,Pablo
200,Mocasines,Suede,New Balance,30.5,Morado,Ante,,21/03/2022,34,Pablo
201,Mocasines,Clean Gent,New Balance,25.5,Morado,Plastico,Cortadura en el tenis derecho,26/12/2022,92,Pablo
202,Mocasines,Clean Gent,New Balance,24,Verde,Piel,Rallon en la punta,17/08/2022,24,Nora
203,Mocasines,Clean Gent,New Balance,27,Blanco,Nubuck,Rallon en la punta,04/11/2022,49,Nora
204,Mocasines,Clean Gent,New Balance,31,Verde,Tela,Manchas de sangre en la lengueta,18/09/2022,36,Nora
205,Mocasines,Clean Gent,New Balance,27,Azul,Plastico,Cortadura en el tenis derecho,24/11/2022,5,Laura
206,Mocasines,Basic,New Balance,27.5,Verde,Gamuza,Manchas de grasa,17/08/2022,19,Laura
207,Mocasines,Basic,New Balance,25.5,Rosa,Nubuck,,18/05/2022,15,Miguel
208,Botin,Basic,New Balance,26,Negro,Piel,,25/01/2022,53,Miguel
209,Botin,Basic,New Balance,29,Blanco,Tela,,24/04/2022,14,Paty
210,Botin,Basic,New Balance,29,Azul,Tela,Cortadura en el tenis derecho,22/08/2022,48,Paty
211,Botin,Basic,New Balance,29,Morado,Ante,,05/03/2022,60,Paty
212,Botin,Basic,New Balance,24,Rosa,Vinipiel,,01/05/2022,36,Paty
213,Botin,Basic,San Loran,25.5,Blanco,Vinipiel,,23/02/2022,96,Paty
214,Botin,Basic,San Loran,26.5,Amarillo,Piel,Cortadura en el tenis derecho,14/03/2022,64,Paty
215,Botin,Basic,San Loran,25,Amarillo,Ante,,22/02/2022,34,Paty
216,Botin,Basic,San Loran,24.5,Amarillo,Ante,Manchas de sangre en la lengueta,16/01/2022,80,Paty
217,Botin,Basic,Addidas,31,Verde,Plastico,,15/10/2022,92,Paty
218,Botin,Basic,Addidas,29.5,Rojo,Tela,Manchas de sangre en la lengueta,07/10/2022,17,Paty
219,Botin,Basic,Addidas,24,Multicolor,Nubuck,,03/07/2022,4,Paty
220,Botin,Basic,Addidas,25,Morado,Nubuck,,24/08/2022,69,Paty
221,Botin,Basic,Addidas,27,Rojo,Gamuza,,02/08/2022,89,Paty
222,Botin,Basic,Addidas,29,Rojo,Nubuck,,22/10/2022,87,Paty
223,Tenis,Basic,Addidas,30,Azul,Tela,Manchas de sangre en la lengueta,27/05/2022,11,Paty
224,Tenis,Basic,Addidas,25.5,Rojo,Nubuck,,07/07/2022,34,Paty
225,Tenis,Basic,Addidas,26,Multicolor,Vinipiel,,05/08/2022,85,Paty
226,Tenis,Basic,Addidas,28,Verde,Gamuza,,02/08/2022,25,Paty
227,Tenis,Basic,Addidas,25.5,Multicolor,Ante,,02/06/2022,25,Paty
228,Tenis,Basic,Addidas,24.5,Verde,Piel,Manchas de grasa,23/12/2022,5,Paty
229,Tenis,Basic,Addidas,24,Morado,Plastico,Rallon en la punta,22/08/2022,23,Paty
230,Tenis,Basic,Rebook,29.5,Amarillo,Piel,,29/01/2022,84,Paty
231,Tenis,Premium,Rebook,27,Azul,Vinipiel,,10/08/2022,26,Paty
232,Tenis,Premium,Rebook,26.5,Negro,Piel,Rallon en la punta,16/10/2022,52,Paty
233,Tenis,Premium,Rebook,30.5,Azul,Nubuck,Rallon en la punta,18/03/2022,4,Paty
234,Tenis,Premium,Rebook,27.5,Blanco,Gamuza,,29/11/2022,3,Paty
235,Tenis,Premium,Rebook,31,Azul,Piel,,28/09/2022,79,Paty
236,Tenis,Premium,Rebook,31.5,Negro,Piel,Rallon en la punta,29/11/2022,78,Paty
237,Tenis,Premium,Rebook,25.5,Azul,Plastico,Rallon en la punta,25/07/2022,20,Paty
238,Tenis,Premium,Rebook,27.5,Blanco,Tela,Cortadura en el tenis derecho,23/01/2022,16,Paty
239,Tenis,Premium,Rebook,27.5,Negro,Vinipiel,,09/08/2022,91,Paty
240,Tenis,Premium,Rebook,31.5,Multicolor,Vinipiel,Manchas de sangre en la lengueta,17/03/2022,55,Paty
241,Tenis,Premium,Rebook,26.5,Verde,Nubuck,Manchas de sangre en la lengueta,19/07/2022,20,Paty
242,Tenis,Premium,Rebook,31.5,Azul,Nubuck,Cortadura en el tenis derecho,10/02/2022,75,Paty
243,Tenis,Premium,Rebook,31.5,Verde,Vinipiel,,27/05/2022,65,Paty
244,Tenis,Premium,Rebook,25,Morado,Nubuck,,11/06/2022,50,Manuel
245,Tenis,Premium,Rebook,24.5,Rosa,Piel,,20/01/2022,68,Omar
246,Tenis,Premium,Rebook,26,Verde,Tela,Manchas de Caf̩,11/11/2022,5,Omar
247,Tenis,Premium,Rebook,31.5,Blanco,Tela,,23/11/2022,9,Omar
248,Tenis,Premium,Nike,24.5,Multicolor,Ante,,01/02/2022,74,Omar
249,Tenis,Premium,Nike,25,Rosa,Plastico,Manchas de Caf̩,02/04/2022,54,Tonatiuh
250,Tenis,Premium,Nike,27,Verde,Ante,Manchas de grasa,06/02/2022,74,Tonatiuh
251,Tenis,Suede,Nike,32,Amarillo,Nubuck,,18/07/2022,79,Karen
252,Tenis,Suede,Nike,31.5,Rosa,Gamuza,Cortadura en el tenis derecho,19/12/2022,42,Karen
253,Tenis,Suede,Nike,26,Amarillo,Vinipiel,,15/12/2022,42,Karen
254,Tenis,Suede,Nike,26,Rosa,Gamuza,Cortadura en el tenis derecho,13/04/2022,4,Karen
255,Tenis,Suede,Nike,26,Amarillo,Piel,Cortadura en el tenis derecho,03/05/2022,7,Karen
256,Tenis,Suede,Nike,27,Verde,Tela,Manchas de Caf̩,04/01/2022,33,Karen
257,Tenis,VIP,Nike,30,Negro,Piel,,05/06/2022,58,Karen
258,Tenis,VIP,Nike,30.5,Verde,Gamuza,,06/01/2022,43,Karen
259,Tenis,VIP,Nike,28.5,Multicolor,Ante,Manchas de grasa,26/02/2022,12,Karen
260,Tenis,VIP,Nike,30.5,Amarillo,Plastico,Rallon en la punta,20/02/2022,85,Karen
261,Tenis,VIP,Nike,26,Blanco,Nubuck,Manchas de Caf̩,02/02/2022,65,Karen
262,Tenis,VIP,Nike,25,Azul,Tela,,07/01/2022,36,Karen
263,Tenis,VIP,Nike,26.5,Negro,Piel,Cortadura en el tenis derecho,19/05/2022,64,Karen
264,Tenis,VIP,Nike,30,Rojo,Plastico,,01/04/2022,1,Karen
265,Tenis,VIP,Nike,27,Azul,Vinipiel,Manchas de sangre en la lengueta,28/12/2022,86,Erika
266,Tenis,VIP,Puma,26.5,Morado,Gamuza,Cortadura en el tenis derecho,03/12/2022,90,Erika
267,Tenis,VIP,Puma,30.5,Blanco,Gamuza,Manchas de Caf̩,20/12/2022,93,MariaElena
268,Tenis,VIP,Puma,25,Amarillo,Vinipiel,,18/02/2022,17,MariaElena
269,Tenis,VIP,Puma,32,Amarillo,Nubuck,Manchas de grasa,17/08/2022,69,MariaElena
270,Tenis,VIP,Puma,27.5,Rosa,Piel,Manchas de sangre en la lengueta,10/11/2022,38,MariaElena
271,Tenis,VIP,Puma,30,Verde,Piel,Cortadura en el tenis derecho,11/10/2022,26,Paola
272,Tenis,VIP,Puma,30,Verde,Ante,,07/08/2022,69,Paola
273,Tenis,VIP,Puma,25.5,Amarillo,Vinipiel,,17/01/2022,87,Paola
274,Tenis,VIP,Puma,32,Azul,Tela,,22/04/2022,67,Paola
275,Tenis,VIP,Puma,28,Rosa,Gamuza,,24/09/2022,74,Paola
276,Bota,VIP,Puma,31.5,Rojo,Tela,,09/09/2022,18,Paola
277,Bota,VIP,Puma,26.5,Morado,Plastico,,18/06/2022,86,Paola
278,Bota,VIP,Puma,28.5,Multicolor,Plastico,,16/06/2022,58,Paola
279,Bota,VIP,Puma,29,Multicolor,Plastico,,29/12/2022,76,AnaMaria
280,Bota,VIP,Puma,25.5,Multicolor,Tela,Manchas de grasa,26/04/2022,48,AnaMaria
281,Bota,VIP,Puma,24,Verde,Plastico,Manchas de sangre en la lengueta,23/04/2022,8,AnaMaria
282,Bota,VIP,Puma,25.5,Morado,Vinipiel,Rallon en la punta,28/08/2022,55,AnaMaria
283,Bota,VIP,Puma,30,Morado,Plastico,,25/04/2022,57,AnaMaria
284,Bota,VIP,Puma,30,Amarillo,Vinipiel,,13/12/2022,62,AnaMaria
